id,intent,text
497,PlayMusic,Play some  Avantgarde  music on  Netflix .
498,PlayMusic,Play  gothic  music
499,PlayMusic,I want to hear  Song For Adam
500,PlayMusic,Play the playlist  Feel Good Dinner .
501,PlayMusic,Play the  top   track  by  Claudja Barry  on  Last Fm
502,PlayMusic,Play some  Iris Dement 's  theme  based  2015  music on  lastfm  
503,PlayMusic,Play the  latest   ballad  by  September
504,PlayMusic,Play  fifties  music
505,PlayMusic,play songs by  Sarah Harding
506,PlayMusic,Play  Maggot Brain  by  Albano Carrisi
507,PlayMusic,Play a  Jack Lawrence   concerto
508,PlayMusic,I want to hear the  top   Tim Madison
509,PlayMusic,Play the  1991   soundtrack  from  Ian Mcdonald
510,PlayMusic,Play the  best  songs by  Jes Brieden
511,PlayMusic,Play me a  song  by  Kevin Cadogan
512,PlayMusic,"Play something from my  Songs For You, Not Your Parents  playlist"
513,PlayMusic,Play  Making Out  by  Alexander Rosenbaum  off  Google Music .
514,PlayMusic,Play  Rocket Queen  on  Itunes
515,PlayMusic,Please play a  song  by  Everlast
516,PlayMusic,Play me some  chant  from the  last  half of the  sixties
517,PlayMusic,Play music by  Paul Mccartney
518,PlayMusic,Play some  Krzysztof Penderecki  on  Last Fm
519,PlayMusic,Play  easy listening
520,PlayMusic,play  Robert Stoddard  from  1988
521,PlayMusic,Play  Gloria  on  last fm
522,PlayMusic,play some  movement  by  Dj Spinna
523,PlayMusic,"play  Lily, Rosemary And The Jack Of Hearts  by  Chris Goss"
524,PlayMusic,play  Zvooq   latest   track  by  Peter Appleyard
525,PlayMusic,Play  Brenda Kahn 's  Rushall Station .
526,PlayMusic,play the  top five  songs by  Isaac Hayes
527,PlayMusic,Play some music from the  thirties .
528,PlayMusic,Play  2011  music 
529,PlayMusic,I want to hear  Sebastian 's songs from the  thirties  on  Youtube
530,PlayMusic,Play  top 20  from  frank farian
531,PlayMusic,Play some music using  slacker
532,PlayMusic,Play some  psychadelic  music.
533,PlayMusic,Play some  Geir Jenssen .
534,PlayMusic,Start playing my  Disney  playlist.
535,PlayMusic,I want to hear a  Gucci Mane   song  from  Last Fm  from  2002
536,PlayMusic,Play me a  2003   song  by  Charles Neidich
537,PlayMusic,I want to hear some songs from the  twenties
538,PlayMusic,I'd like to hear  chant  songs from  nineties
539,PlayMusic,Can you play the  newest   record  from  1966  by  Tony Lee
540,PlayMusic,Please play  Kabhi Jo Baadal Barse  by  Ruth Lorenzo
541,PlayMusic,Play a  record  from  2015
542,PlayMusic,Use the service  Zvooq  to play  top-10  by artist  Coolio
543,PlayMusic,Play  thirties   symphony  music from  Nigga  on  Iheart
544,PlayMusic,play a  sound track  by  Tom Thacker
545,PlayMusic,Play some  Laurie Anderson .
546,PlayMusic,Open  Last Fm  and play the  top   song  from  Daniel Lee Chee Hun  
547,PlayMusic,play some  twenties  music on  Iheart
548,PlayMusic,Play  popular   eighties   record
549,PlayMusic,Play the  track   Grow Old With Me  by artist  Chloe Rose Lattanzi
550,PlayMusic,on  Deezer  play  fourties  tunes by  Jona Bechtolt  and a  ballad
551,PlayMusic,play  Kings Of The Wild Frontier  by  Andrea Bocelli
552,PlayMusic,Play an  album  from  1987 .
553,PlayMusic,Play music from  1960
554,PlayMusic,Play a  movement  from the  nineties
555,PlayMusic,Play  Bob Hilliard   top-twenty  music
556,PlayMusic,Play a  seventies   soundtrack  by  steve walsh  on  Groove Shark
557,PlayMusic,Use  Deezer  service to play  Opera  
558,PlayMusic,play  Zvooq
559,PlayMusic,I want to hear  Techno-industrial  music.
560,PlayMusic,play the  top   song  by  Amon Amarth  on  Groove Shark
561,PlayMusic,Play  Julie Driscoll
562,PlayMusic,play something from the  twenties
563,PlayMusic,Play  The View From The Afternoon  by  Malese Jow  on  Last Fm
564,PlayMusic,play songs by  Sammy Fain
565,PlayMusic,Play music from the year  1964
566,PlayMusic,Play the  heinz strobl   ep  from  2016  on  Groove Shark
567,PlayMusic,Play me  Leonid Soybelman  on  Vimeo .
568,PlayMusic,Play a  song  from my  workout  playlist on  Groove Shark
569,PlayMusic,play some  Alte Kameraden  music
570,PlayMusic,Play the music  Hands Up
571,PlayMusic,Play some  twenties   theme  music on  Google Music .
572,PlayMusic,Play a  fifties   album  on  Itunes .
573,PlayMusic,Play genre  opera
574,PlayMusic,Play  shadowplay  by  Dana  on  Deezer .
575,PlayMusic,Play music on  Deezer  by  Imogen Heap
576,PlayMusic,Find a  top fifty   zahir howaida   concerto  from the  seventies
577,PlayMusic,Play the  newest   twenties   melody .
578,PlayMusic,I want to hear  Box Of Rain  by  Skeets Mcdonald
579,PlayMusic,Please play  Casino Boogie
580,PlayMusic,I want to hear a  full   album  on  youtube  by  Jem Godfrey
581,PlayMusic,Play an  Asha Bhosle   song  from around  1964
582,PlayMusic,Play music from the  twenties .
583,PlayMusic,Play something by  Louisiana Blues
584,PlayMusic,Play  new   Ian Mclagan
585,PlayMusic,Play music on  Itunes
586,PlayMusic,I want to hear  Ding Dong Bell  on  groove shark
587,PlayMusic,Play  fifties  music on  Slacker .
588,PlayMusic,Play  Before I Grew Up To Love You  by  Wafah Dufour
589,PlayMusic,Play a  Jim Mullen   ep  from the  sixties
590,PlayMusic,Play some  good  music from  2012 .
591,PlayMusic,Play the  greatest   soundtrack  by  Nhat Son  on  Last Fm .
592,PlayMusic,Play the  top  hits of  2016
593,PlayMusic,"Play  Fight On, State ."
594,PlayMusic,Use  Pandora  to play music from  Maki Onaga  from the  album  made in the  nineties
595,PlayMusic,Play the  top five   Cemil Bey  songs
596,PlayMusic,Play  opera  music on  google music
597,PlayMusic,play music by  Francis Healy
598,PlayMusic,play a  track  from the  thirties
599,PlayMusic,Play music on  Spotify .
600,PlayMusic,play  newest   soundtrack  from  2008
601,PlayMusic,play  Itunes   songs by  Gerard Way
602,PlayMusic,Play  Cherry Pink  by  Trapp Mendoza  on  Iheart
603,PlayMusic,Play  Rei Momo   newest   album
604,PlayMusic,I want to hear a  track  by  Ryohei Yamamoto  on  Vimeo
605,PlayMusic,Start up my  nostalgic  playlist. 
606,PlayMusic,play some  papoose  from  2003  on  youtube
607,PlayMusic,Use  Deezer  to play music by  Kimberley Walsh
608,PlayMusic,Play  Punk Rock  music
609,PlayMusic,Play something by  Louis Nelson Delisle .
610,PlayMusic,play  1962  music on  Netflix
611,PlayMusic,Play a  song  by  David Silveria  from  2002  on  Zvooq .
612,PlayMusic,play the  2014   album  from  la lupe
613,PlayMusic,Play  Revival  music.
614,PlayMusic,I want to hear  opera  on  Netflix
615,PlayMusic,play the  song   Si No Te Hubiera Conocido  by  Haidar Salim
616,PlayMusic,Start up my  Pachangueo Total  playlist. 
617,PlayMusic,Open the playlist from  Sergei Chatschatrjan
618,PlayMusic,open  Itunes  and play  Kenny Cox   most popular   concerto
619,PlayMusic,play the  Gary Chaw   album
620,PlayMusic,Play me some  grunge  music
621,PlayMusic,Play  Chris Goss  on  Netflix
622,PlayMusic,Play  The Garden Of Allah   from  Wade Mainer
623,PlayMusic,Play  Alles Heeft Ritme  by  Liu Tianhua .
624,PlayMusic,Play the  best   Vanessa Peters  songs
625,PlayMusic,Play  That Stubborn Kinda Fellow  by  Michael Amott
626,PlayMusic,play a  1983   concerto  by  Ayaka  on  Itunes
627,PlayMusic,I want to hear  Dido  from  1966  on  Youtube
628,PlayMusic,Play  Andy Williams Sings Rodgers And Hammerstein  by  elica todorova
629,PlayMusic,Play  Tujiko Noriko 's  Ten Years And Running .
630,PlayMusic,Open  google music  and play  Women of Jazz  playlist
631,PlayMusic,Play  christian gangsta rap
632,PlayMusic,Play  Donald Rubinstein  on  Pandora
633,PlayMusic,Play  Shinya Yamada  music from  1962  on  Groove Shark  
634,PlayMusic,play the  greatest   Vimeo  tunes by  angelo amorevoli  on  soundtrack
635,PlayMusic,Play some  Google Music .
636,PlayMusic,Open  Deezer  and play  top  40 hits
637,PlayMusic,Play me a  nineties   sound track
638,PlayMusic,play a  symphony  that is  good  from  2000
639,PlayMusic,Play some music on  Pandora
640,PlayMusic,play music from the  twenties
641,PlayMusic,play the  most popular   Miles Jones   track
642,PlayMusic,Play  Miyavi 's music from  seventies  on  Google Music .
643,PlayMusic,Play a  twenties   soundtrack  on  Youtube
644,PlayMusic,Play  slow rock  music
645,PlayMusic,Play some  techno  on  Lastfm
646,PlayMusic,Will you play me the  most popular   sound track  from  2006
647,PlayMusic,Play the  song   I Get Ideas  as performed by  Richard Kruspe
648,PlayMusic,Play  new   track  from the  fifties
649,PlayMusic,Can you play an  ep  from the year  1958 ?
650,PlayMusic,play  scott la rock  from  Stella  on  Slacker
651,PlayMusic,Play  Thelma Aoyama 's  latest   concerto
652,PlayMusic,Make and play a  new  playlis with the  theme  songs released in  1968
653,PlayMusic,Play the  tune  by  Adam Yauch
654,PlayMusic,Play some  melody  from the  eighties  on  Spotify
655,PlayMusic,Play music by  mina caputo  on  Lastfm
656,PlayMusic,Play some  fifties  music by  Origa .
657,PlayMusic,Play a  popular   Gurdas Maan   track
658,PlayMusic,play an  album  on  Netflix  by  chris castle  from  2011
659,PlayMusic,Play the  most popular  music by  Ronald Isley  on  Google Music
660,PlayMusic,Play the  top-20  music by  merz
661,PlayMusic,play  twenties  music off of my  Itunes
662,PlayMusic,Play a  Mike Osborne   song
663,PlayMusic,play  Groove Shark
664,PlayMusic,Play me a  Maia Hirasawa   soundtrack  from  1951
665,PlayMusic,Play  Elysium  from  Ryan Cayabyab
666,PlayMusic,play  Matt Walker  tunes
667,PlayMusic,play Solange  2016   album  
668,PlayMusic,Play a  soundtrack  by  Mike Hindert  on  Spotify .
669,PlayMusic,Play the  top-5  sort of  ballad  music from  2012 .
670,PlayMusic,"I want to listen to  Lastfm , play  A Drop Of The Hard Stuff  by  Joi Chua ."
671,PlayMusic,play  Pop 2017 Picks
672,PlayMusic,play  Groove Shark
673,PlayMusic,I want hear some  Junior Murvin  off of  Youtube
674,PlayMusic,I want to hear a  top-50   track  from  Takahito Eguchi  on  Google Music
675,PlayMusic,Play  25 To Life  by  Paul Riley  on  Deezer .
676,PlayMusic,Play me some  seventies  music with a  good   melody
677,PlayMusic,play an  Masaki Aiba   tune
678,PlayMusic,play  Morning Song
679,PlayMusic,I want to hear a  fourties   ballad  by  Luciano
680,PlayMusic,play a  good   1952   symphony
681,PlayMusic,play  Hardcore  music
682,PlayMusic,Play a  top twenty   symphony  by  Bumble Bee Slim
683,PlayMusic,play  Wait Until Tomorrow
684,PlayMusic,play a music  ballad  from the  sixties
685,PlayMusic,Play the  top   1991   sound track
686,PlayMusic,Play the  latest  songs by  Larry Gatlin  on  Iheart
687,PlayMusic,Play me a  bluegrass   song
688,PlayMusic,Play a  sixties   song  by  Classified
689,PlayMusic,play  Monie Love  tunes on  Google Music  from  1984  from her  song  list
690,PlayMusic,Play  pop
691,PlayMusic,Play a  melody  from  Elmer Bernstein
692,PlayMusic,I want to listen to my  Spain Top 50  playlist on  groove shark
693,PlayMusic,Play  top-ten   eighties   song
694,PlayMusic,Play  Michael Angelo Batio
695,PlayMusic,Play a  twenties   concerto  from  Roger Taylor  on  deezer
696,PlayMusic,play  dj kentaro  from the year  1994
697,PlayMusic,play a  twenties   song
698,PlayMusic,Can you play me a  track  from the  nineties ?
699,PlayMusic,Play a  song  off  Get Up Offa That Thing  by  Doseone  on  Last Fm
700,PlayMusic,Play a  movement  fromthe  eighties  by  Nobuo Uematsu .
701,PlayMusic,Play  In Every Dream Home A Heartache  by  vincent paul abbott  
702,PlayMusic,Play the  newest  released  song  from  1951
703,PlayMusic,use  Slacker  to listen to  seventies  music
704,PlayMusic,Play the  best   song  by  Henry Rollins .
705,PlayMusic,play my  melodious  playlist
706,PlayMusic,Play  top  music from  Charles L. Johnson  on  vimeo  
707,PlayMusic,Play the  top-twenty  from  Tony Calder  off  Slacker .
708,PlayMusic,play anything from the  twenties
709,PlayMusic,Play music from  2012  by  Yossif Kobzon  on  last fm .
710,PlayMusic,Play the  theme tune  that  Christian Fennesz  wrote
711,PlayMusic,Open  Youtube  and play  Nanana  from  Massimo Altomare
712,PlayMusic,Open  Lastfm  and play  a voluntad del cielo  from  Wax
713,PlayMusic,I want to hear a  1957   theme song
714,PlayMusic,Play my  Electro Sur  playlist. 
715,PlayMusic,play the  last   track  by  Shavo Odadjian
716,PlayMusic,Play  Brotherhood  by  Ock Joo-hyun
717,PlayMusic,play  latest   George Ducas  music
718,PlayMusic,play a  tune  from  1962
719,PlayMusic,play  I Could Write A Book
720,PlayMusic,listen to  acapella
721,PlayMusic,Play music from  2005  by  Justin Broadrick
722,PlayMusic,Play the  best   1981   sound track  from  Ric Fierabracci
723,PlayMusic,Play a  ballad  by  Owen Pallett  from the  seventies  on  Slacker .
724,PlayMusic,Play  concerto  from  1951
725,PlayMusic,Play  Yung Joc  on  slacker
726,PlayMusic,I want to listen to  Speed Metal Symphony
727,PlayMusic,play  journey  list
728,PlayMusic,Play a  melody  by  Hagigat Rzayeva
729,PlayMusic,Play  fifties  from  Sirusho Harutyunyan
730,PlayMusic,Play a  fairouz   tune  on  Deezer
731,PlayMusic,play the  top-twenty  songs by  The Kleptones  on  Spotify
732,PlayMusic,Play the  greatest  music you can find by  Ari Herstand  on  Zvooq
733,PlayMusic,play  90s Love Songs  on  Youtube
734,PlayMusic,Please play  Got The Time
735,PlayMusic,Play  twenties  from  Ken Floyd
736,PlayMusic,Play the playlist  Grime Shutdown
737,PlayMusic,Play  Masashi Hamauzu 's  newest   symphony  on  Itunes .
738,PlayMusic,Play the playlist  funtime activity  
739,PlayMusic,Play some  seventies  songs from  Luke Haines  off of  youtube
740,PlayMusic,Play  Clay Aiken 's  The Bonny Hind  on  Groove Shark .
741,PlayMusic,Play a  song  from  Helena Iren Michaelsen  on  Spotify
742,PlayMusic,Play  thirties  music by  Flex  on  Google Music
743,PlayMusic,Play the  good  sort of  1992   theme  music by  Layzie Bone
744,PlayMusic,Play the  last   soundtrack  from the  sixties
745,PlayMusic,Play the  latest   ep  from  Lobby Loyde  on  Netflix
746,PlayMusic,Play some  Dave Pearce .
747,PlayMusic,play  track   Her Majesty
748,PlayMusic,I want to hear the  newest  music from  The Railway Children
749,PlayMusic,Play  Short Walk On A Long Pier  on  Slacker
750,PlayMusic,I want to hear  Vegetables  by  pharrell williams
751,PlayMusic,Play the  album   Making Evening And Night  by  Cevin Key  
752,PlayMusic,Create a  theme  station with  Jim Creeggan  records and collabs 
753,PlayMusic,Open  Pandora  and play  Reggaeton 2017 y Baila !
754,PlayMusic,Play a  Martyn Bennett  from  1957  on  Pandora
755,PlayMusic,Play the  Mother Lode  by  Tamio Okuda
756,PlayMusic,Play the  top   melody  from artist  Maakii
757,PlayMusic,Play any  album  from the  twenties
758,PlayMusic,Play me a  song  on  Pandora
759,PlayMusic,Play me a  song  by  Stephen Jones
760,PlayMusic,Play a  1998   sound track   from  Sam The Kid  on  Last Fm
761,PlayMusic,Play an  ep  by  Uncle Jimmy Thompson
762,PlayMusic,Play some  Game  music.
763,PlayMusic,Play music from  2012  on  Netflix .
764,PlayMusic,I want to hear a  good   song  from  2016
765,PlayMusic,Play the playlist  Gypsy Swing
766,PlayMusic,play some  grunge
767,PlayMusic,Play some  Sam Moore .
768,PlayMusic,play  Mikazuki Sunset
769,PlayMusic,Play music on  itunes  from artist  Jessica Delfino
770,PlayMusic,open  Deezer  and search for  Scott Miller  and play some of his  new  songs
771,PlayMusic,play  Peja  tunes
772,PlayMusic,Play a  Wendy Carlos   song  from  2002
773,PlayMusic,Play a  new   song  form the  eighties
774,PlayMusic,Play the  track  titled  Faget
775,PlayMusic,Play the  top   song  by  Jack Grisham
776,PlayMusic,Please play  Jag Vill Leva I Europa  by  porta
777,PlayMusic,Want to hear a  chant  by  Nellie Mckay  from the year  2008
778,PlayMusic,Play the  top-ten   chant   Doda  songs from the  twenties .
779,PlayMusic,Play  sound track   music from the  twenties
780,PlayMusic,Play some  Carmen Mcrae  from  Ed Robertson  off of  Itunes
781,PlayMusic,play a  song  by  Fats Waller
782,PlayMusic,I'd like to listen to  Diana Vickers   best   tune  from the  twenties
783,PlayMusic,Can you play any  chant  from the  fourties ?
784,PlayMusic,Play some music by  Daniel Carter
785,PlayMusic,Play  twenties  on  Groove Shark
786,PlayMusic,Play  twenties   symphony  from  Robert Walter
787,PlayMusic,Can you play a  sonata
788,PlayMusic,Let's listen to the  most popular   Marty Friedman  songs on  Zvooq .
789,PlayMusic,Play an  album  from the  fourties
790,PlayMusic,Play me a  Xuefei Yang   symphony  on  Groove Shark
791,PlayMusic,play soem  nineties   Charles Thompson
792,PlayMusic,Play some  dance  music
793,PlayMusic,Let's hear some tunes from the  thirties .
794,PlayMusic,Play the  seventies   album  on  last fm
795,PlayMusic,Play music from  Lastfm  and  Deezer .
796,PlayMusic,play  Té Para Tres
797,PlayMusic,Play artist  stu davis  from the  album   Dub Chamber 3  on  Netflix
798,PlayMusic,Play music by  Ian Haugland
799,PlayMusic,Play some  Drum & Bass
800,PlayMusic,play a  symphonic rock  on  Pandora
801,PlayMusic,Play the  last   theme  by  Behzad Mirkhani .
802,PlayMusic,Open  Netflix  and play  David Frizzell
803,PlayMusic,Can you play  Crossover ? 
804,PlayMusic,Plya a  tune  by  Kancherla Gopanna  from  1951  on  Zvooq
805,PlayMusic,Play some  fourties  music on  Spotify .
806,PlayMusic,play the  album   Everybody Happy  by  Lee Aaron
807,PlayMusic,Play the  theme  music from  1963  by  Yuki Koyanagi
808,PlayMusic,play  Groove Shark   folk-rock
809,PlayMusic,play the  album   How Insensitive
810,PlayMusic,play some  Classical  music on  Spotify
811,PlayMusic,Play  Used To Love Her  by  Dara .
